1474	You'd be surprised what you can learn in a week.	3459243	Překvapilo by tě, co se můžeš naučit za týden.
1474	You'd be surprised what you can learn in a week.	3459244	Překvapilo by vás, co se můžete naučit za týden.
1484	Nobody understands me.	354583	Nikdo mi nerozumí.
1485	I learned to live without her.	3459246	Naučila jsem se žít bez ní.
1522	Let me know if there is anything I can do.	3498347	Dejte mi vědět, mohu-li cokoli udělat.
1529	A Japanese would never do such a thing.	3542909	Japonec by nikdy nic takového neudělal.
1535	If you see a mistake, then please correct it.	3521877	Uvidíš-li chybu, tak ji oprav, prosím.
1561	Did you miss me?	3441133	Chyběl jsem ti?
1561	Did you miss me?	3441134	Stýskalo se ti po mně?
1564	Thank you very much!	477027	Děkuju mnohokrát!
1569	Round trip? Only one-way.	3556231	Zpáteční? Jen jednosměrnou.
1584	Seeing that you're not surprised, I think you must have known.	3484112	Vida, že nejsi překvapen, domnívám se, že jsi musel vědět.
1606	I couldn't have done it without you. Thank you.	3441090	Bez tebe bych to udělat nemohl. Děkuji.
1610	Let me know if I need to make any changes.	3498349	Dejte mi vědět, bude-li zapotřebí, abych cokoliv změnil.
1639	The world is a den of crazies.	1058203	Svět je blázinec.
1643	What do you mean you don't know?!	3498351	Co tím myslíš, že nevíš?
1653	Thanks, that's all.	1626990	Děkuji, to je vše.
1663	Where are the showers?	3471877	Kde jsou sprchy?
1685	My friends always say I'm too calm, but my family always says I'm too annoying.	2194692	Moji přátelé vždy říkají, že jsem příliš klidný ale moje rodina vždy říká, že jsem protivný.
1686	I hate those spiders. They're always there to freak me out when I'm cleaning.	1133247	Nesnáším pavouky. Jsou vždycky tady, aby mě vyděsili, když uklízím.
1701	I don't know what to say to make you feel better.	3498364	Nevím, co říci, abych tě utěšil.
1701	I don't know what to say to make you feel better.	3498367	Nevím, co ti říci pro útěchu.
1712	I have a headache.	1824089	Mám bolesti hlavy.
1714	I must admit that I snore.	3502015	Musím se přiznat, že chrápu.
1719	It's too expensive!	3065573	Je to příliš drahé!
1726	You should have listened to me.	3531253	Měli jste mě poslechnout.
1726	You should have listened to me.	3531255	Měl jste mě poslechnout.
1726	You should have listened to me.	3531256	Měla jste mě poslechnout.
1762	You don't know who I am.	3498369	Nevíš, kdo jsem.
1777	Rome wasn't built in a day.	1138595	Řím nebyl postaven za den.
1802	I don't like learning irregular verbs.	3459248	Nelíbí se mi se učit nepravidelná slovesa.
1814	I'm thirsty.	3474338	Mám žízeň.
1817	When you can't do what you want, you do what you can.	3268964	Když nemůžeš udělat co chceš, děláš co můžeš.
1828	At the age of six he had learned to use the typewriter and told the teacher that he did not need to learn to write by hand.	3489762	Když mu bylo šest, naučil se psát na stroji a řekl učiteli, že se učit psát rukou nepotřebuje.
1831	I can't cut my nails and do the ironing at the same time!	3526693	Nemůžu si stříhat nehty a žehlit zároveň!
1838	What made you change your mind?	3489812	Co tě přimělo ke změně názoru?
1854	In theory, there is no difference between theory and practice. But, in practice, there is.	3489747	Teoreticky není žádný rozdíl mezi teorií a praxí. V praxi ale je.
1860	I don't want to go to school.	3633426	Nechci chodit do školy.
1878	Hello? Are you still here?	338168	Ahoj? Jste stále ještě tady?
1888	Your glasses fell on the floor.	3560709	Tvoje brýle spadly na podlahu.
1888	Your glasses fell on the floor.	3560711	Brýle ti spadly na podlahu.
1892	I lost my inspiration.	3489784	Ztratil jsem inspiraci.
1921	Most people have a great disinclination to get out of bed early, even if they have to.	3489795	Většina lidí má velkou nechuť časně vstávat, i když musí.
1922	Most people only want to hear their own truth.	1639144	Většina lidí chce slyšet jen svou vlastní pravdu.
1924	It is good to have ideals... don't you think?	3489797	Je dobré mít nápady...nemyslíš?
2043	I'm not inspired anymore.	459138	Nějak mi došla inspirace.
2166	What?! You ate my chocolate bear?!	3489837	Cože?! Tys mi snědl čokoládového medvěda?!
2168	Where are you?	1317945	Kde jsi?
2174	You piss me off!	3391872	Sereš mě!
2198	Everyone deserves a second chance.	1138542	Každý si zaslouží druhou šanci.
2199	When we borrow money, we must agree on the conditions.	3503097	Když si půjčujeme peníze, musíme souhlasit s podmínkami.
2209	The seven questions that an engineer has to ask himself are: who, what, when, where, why, how and how much.	3088715	Sedm otázek, které inženýr musí klást sám sobě, je: kdo, co, kdy, kde, proč, jak a kolik.
2213	All I need to know about life, I learned from a snowman.	3459263	Všechno, co potřebuji vědět o životě, jsem se naučil od sněhuláka.
2251	I'm getting ready for the worst.	3570847	Připravuji se na nejhorší.
2251	I'm getting ready for the worst.	3570849	Chystám se na nejhorší.
2284	We can travel through time. And we do at the remarkable rate of one second per second.	1138549	Můžeme cestovat v čase. A děláme to pozoruhodnou rychlostí vteřinu za vteřinou.
2287	The world is a book, and those who do not travel read only a page.	3226224	Svět je kniha, a ti, kdo necestují, čtou jen jednu její stránku.
2298	Hope is not a strategy.	3526332	Naděje není strategie.
2319	I don't know him.	3498377	Neznám ho.
2319	I don't know him.	3498379	Já ho neznám.
2319	I don't know him.	3498380	Jeho neznám.
2328	Speech is silver, but silence is golden.	3442663	Mluviti stříbro, mlčeti zlato.
2348	The early bird catches the worm.	3427849	Ranní ptáče dál doskáče.
2353	Wealth comes to those who make things happen, not to those who let things happen.	1142662	Bohatství přichází k těm, co se činní, nikoliv k těm, co jen dávají činům volný průchod.
2358	Wait in the waiting room.	3483764	Čekej v čekárně.
2358	Wait in the waiting room.	3483765	Čekejte v čekárně.
2358	Wait in the waiting room.	3483768	Počkej v čekárně.
2358	Wait in the waiting room.	3483769	Počkejte v čekárně.
2364	I didn't know he drank so much.	3498381	Nevěděl jsem, že tolik pije.
2397	I don't know if he would have done it for me.	3498385	Nevím, jestli by to pro mě byl udělal.
2397	I don't know if he would have done it for me.	3498386	Nevím, jestli by to pro mě udělal.
2402	This is the town I told you about.	1144052	Tohle je to město, o kterém jsem ti říkal.
2448	You must work more.	3502033	Musíš víc pracovat.
2453	I don't agree with him.	3503107	Nesouhlasím s ním.
2453	I don't agree with him.	3503108	Já s ním nesouhlasím.
2465	Wolves won't usually attack people.	3548569	Vlk obvykle člověka nenapadne.
2471	I hope he'll be able to come! I'd like to see him.	3526334	Doufám, že bude moci přijít! Rád bych ho viděl.
2479	Forget it. It's not worth it.	3506442	Zapomeň na to. Nestojí to za to.
2480	We're going to eat a lot tonight so I hope you're not on a diet.	3526337	Dnes večer budeme hodně jíst, tak doufám, že nedržíš dietu.
9582	You must keep your room clean.	3502034	Musíš svůj pokoj udržovat v čistotě.
10731	You must help her, and soon!	3502035	Musíš jí pomoci, a brzy!
10832	You must not take advantage of her innocence.	3502036	Nesmíš zneužít její nevinnosti.
14204	Did you fall in love with her at first sight?	3449479	Zamiloval ses do ní na první pohled?
15795	You must be careful not to make him angry.	3502037	Musíš být opatrný, abys ho nerozzlobil.
15797	You needn't have seen him to the door.	3521880	Nemusel jsi ho vyprovodit ke dveřím.
15806	You must take his age into account.	3502040	Musíš vzít v potaz jeho věk.
15807	Are you for or against his idea?	3062679	Jsi pro jeho nápad nebo proti němu?
15817	You must pay attention to him.	3502048	Musíš mu věnovat pozornost.
15838	You ought to thank him.	3593168	Měl bys mu poděkovat.
15851	Do you think he made that mistake on purpose?	3091943	Myslíš, že udělal tu chybu schválně?
15858	You must be a fool.	3502049	Ty musíš být blázen.
15859	Can you ride a horse?	3579332	Umíš jezdit na koni?
15888	You must go home at once.	3502051	Musíš ihned jít domů.
15898	You must have stayed up late.	3461995	Určitě jsi zůstal dlouho vzhůru.
15898	You must have stayed up late.	3461999	Určitě jsi zůstala dlouho vzhůru.
15898	You must have stayed up late.	3462001	Určitě jste zůstali dlouho vzhůru.
15898	You must have stayed up late.	3462002	Určitě jste zůstaly dlouho vzhůru.
15899	You must be back on Sunday at the latest.	3502054	Musíš se vrátit nejpozději v neděli.
15901	You'll learn how to do it sooner or later.	3459265	Dříve nebo později se to naučíš dělat.
15902	You ought to be ashamed.	3593170	Měl by ses stydět.
15904	Who are you waiting for?	3437830	Na koho čekáš?
15968	You must not lose sight of your goal in life.	3502055	Nesmíš spustit z očí svůj životní cíl.
16010	Are you writing a letter?	1142637	Píšete dopis?
16056	You must do it yourself.	3502064	Musíš to udělat sám.
16059	You must admit that you are in the wrong.	3502065	Musíš uznat, že se mýlíš.
16061	You must control yourself.	3502066	Musíš se ovládat.
16067	You must face the facts.	3502067	Musíš čelit skutečnostem.
16098	Can you imagine me making a cake?	3592391	Dovedeš si mě představit, jak připravuji moučník?
16101	You must learn to obey instructions.	3502068	Musíš se naučit poslouchat pokyny.
16170	You made a wise choice.	3490495	Zvolil jsi moudře.
16170	You made a wise choice.	3490497	Rozhodla jsi moudře.
16200	You must come back before nine o'clock.	3502070	Musíš se vrátit do devíti hodin.
16208	You need not have hurried.	3482779	Nemusel jsi spěchat.
16208	You need not have hurried.	3482783	Nemuselas spěchat.
16243	You like fruit.	3577191	Ty máš rád ovoce.
16243	You like fruit.	3577192	Vy máte rádi ovoce.
16243	You like fruit.	3577194	Vy máte rád ovoce.
16243	You like fruit.	3577196	Vy máte ráda ovoce.
16243	You like fruit.	3577198	Ty máš ráda ovoce.
16322	Do you remember seeing me before?	3524598	Vzpomínáš si, že už jsi mě viděla?
16323	You must conquer your fear of the dark.	3502075	Musíš překonat svůj strach ze tmy.
16328	You must rid yourself of bad habits.	3502076	Musíš se zbavit zlozvyků.
16332	You must make up for the loss.	3502078	Musíš nahradit ztrátu.
16349	You must take things as they are.	3502079	Musíš přijmout věci, jaké jsou.
16352	You must study more.	3502080	Musíš se víc učit.
16357	You must study much harder.	3502081	Musíš se učit mnohem pilněji.
16375	You should have been more careful.	3531271	Měl jsi být opatrnější.
16375	You should have been more careful.	3531272	Měla jsi být opatrnější.
16375	You should have been more careful.	3531274	Měl jste být opatrnější.
16375	You should have been more careful.	3531275	Měla jste být opatrnější.
16375	You should have been more careful.	3531276	Měli jste být opatrnější.
16391	You must go to bed now.	3502082	Musíš teď jít spát.
16395	You must get up a little earlier.	3457540	Musíš vstát o trochu dřív.
16397	You must be less impatient.	3502083	Musíš být méně netrpělivý.
16434	You must put an end to your foolish behavior.	3502084	Musíš přestat se svým hloupým chováním.
16463	You must consider what kind of work you want to do.	3502086	Musíš zvážit, jaký druh práce chceš vykonávat.
16514	You must give up smoking.	3502087	Musíš nechat kouření.
16528	You must not rely upon such a man.	3502088	Na takového muže nemůžeš spoléhat.
16531	You must not depend so much on others.	3502089	Nesmíš tolik záviset na ostatních.
16532	You need not have hurried so much.	3482784	Nemusel jsi tolik spěchat.
16532	You need not have hurried so much.	3482787	Nemusela jsi tak spěchat.
16532	You need not have hurried so much.	3482804	Nemuseli jste tak spěchat.
16533	You need not have come here so early.	3482789	Nemusel jsi sem chodit tak brzy.
16544	You could have done it.	3483005	Byl bys to mohl udělat.
16544	You could have done it.	3483010	Býval bys to mohl udělat.
16544	You could have done it.	3483012	Možná jsi to udělal.
16544	You could have done it.	3483015	Mohl jsi to udělat.
16544	You could have done it.	3483016	Ty jsi to udělat mohl.
16550	You must practice it at regular intervals.	3502090	Musíš to pravidelně procvičovat.
16557	You must do it at once.	3502091	Musíš to udělat ihned.
16571	You must return the book to him.	3502093	Knihu musíš vrátit jemu.
16572	You need not have bought the book.	3482805	Tu knihu jsi kupovat nemusel.
16577	You ought to have seen the exhibition.	3521881	Měl jsi vidět tu výstavu.
16592	You must look after the child.	3502094	O dítě se musíš starat.
16616	You must get rid of that bad habit.	3502095	Toho zlozvyku se musíš zbavit.
16634	You aren't a spy, are you?	2416974	Vy nejste špión, že?
16641	You'd better set off at once.	2871314	Raději bys měl vyrazit hned.
16641	You'd better set off at once.	2871315	Raději bys měla vyrazit hned.
16641	You'd better set off at once.	2871320	Raději byste měli vyrazit hned.
16664	You must adapt to a variety of conditions.	3502096	Musíš se přizpůsobit různým podmínkám.
16668	You must put an end to this foolish behavior.	3502097	S tímto hloupým chováním musíš skončit.
16673	You must put these mistakes right.	3502098	Musíš napravit tyhle chyby.
16695	You have no choice in this matter.	3490499	Nemáš v této záležitosti na vybranou.
16728	You must be mentally exhausted.	3502099	Musíš být psychicky vyčerpaný.
16734	Since you have a cold, you must not go out.	3502100	Protože jsi nastydlý, nesmíš jít ven.
16742	You don't get up as early as your sister.	3457545	Ty nevstáváš tak brzy jako tvoje sestra.
16774	What time do you usually get up?	3457547	V kolik hodin obvykle vstáváš?
16781	Once you begin, you must continue.	3502101	Když už začneš, musíš pokračovat.
16795	You must be tired after such a long trip.	3502102	Po tak dlouhé cestě jsi určitě unavený.
16813	You must stick to your promise.	3502103	Svůj slib musíš dodržet.
16821	You must be here till five.	3502104	Musíš tu zůstat do pěti.
16829	You should have refused his offer.	3531277	Jeho nabídku jsi měl odmítnout.
16829	You should have refused his offer.	3531278	Jeho nabídku jsi měla odmítnout.
16829	You should have refused his offer.	3531280	Jeho nabídku jste měl odmítnout.
16829	You should have refused his offer.	3531281	Jeho nabídku jste měla odmítnout.
16829	You should have refused his offer.	3531282	Jeho nabídku jste měli odmítnout.
16837	You made the mistake on purpose, didn't you?	3543342	Ty jsi tu chybu udělal naschvál, že ano?
16963	I hope your efforts will bear fruit.	3526346	Doufám, že vaše úsilí přinese ovoce.
16978	I cannot agree to your proposal.	3503109	Váš návrh nemohu přijmout.
16994	It's none of your business.	3572774	Do toho vám nic není.
16996	Mind your own business!	458597	Starej se o sebe!
16996	Mind your own business!	458598	Nepleť se do cizích věcí!
17056	I expect your help.	550805	Očekávám, že mi pomůžete.
17190	Make your choice.	3490500	Vyber si.
17234	What you say is quite different from what I heard from him.	3490528	Co říkáš ty je dost odlišné od toho, co jsem slyšel od něj.
17356	As you make your bed, so you must lie in it.	3068254	Jak si usteleš, tak si lehneš.
17394	Is this your glass or your sister's?	3560713	Tahle sklenice je tvoje nebo tvé sestry?
17422	While I understand what you say, I can't agree with you.	3503113	Ačkoliv chápu, co říkáš, souhlasit s tebou nemůžu.
17429	I regret that I told you.	1501555	Lituji, že jsem ti to řekl.
17439	There's a phone call for you from Akemi.	1761299	Je tu pro tebe hovor z Akemi.
17472	I can only say that I agree with you.	3503127	Nemohu než říci, že s vámi souhlasím.
17481	I am looking forward to seeing you.	3456261	Těším se, až tě uvidím.
17492	You ought to have seen it.	3521882	Měl jsi to vidět.
17492	You ought to have seen it.	3521883	Mělas to vidět.
17539	I am disgusted with you.	3458585	Jsem tebou zhnusen.
17549	You should have seen it.	3521884	To jsi měl vidět.
17622	I would prefer to speak to you in private.	3520046	Raději bych si s tebou promluvil v soukromí.
17641	You must conform to the rules.	1756504	Musíš dodržovat pravidla.
17649	You must start at once.	3502106	Musíš začít ihned.
17703	It does not matter to me whether you come or not.	1619391	Je mi jedno, jestli přijdeš nebo ne.
17717	What would you do if you were in my place?	3526312	Co byste udělaly, kdybyste byly na mém místě?
17735	I need you.	1800438	Potřebuji tě.
17773	I am going to do it whether you agree or not.	3503129	Já to udělám, ať souhlasíš či ne.
17785	I sincerely hope that you will soon recover from your illness.	3526423	Upřímně doufám, že se ze své nemoci brzy uzdravíš.
17787	I hope that you will get well soon.	3526425	Doufám, že se brzy uzdravíš.
17828	I don't like you any more than you like me.	3500137	Nemám tě o nic raději než ty mě.
17829	I love you more than you love me.	3470938	Miluju tě víc, než ty mě.
17836	I can't thank you enough for what you did for me.	3441092	Nemohu ti dostatečně poděkovat za to, co jsi pro mě udělala.
17888	He will be studying when you get up.	3457549	On bude studovat, až vstaneš.
17901	You shouldn't have paid the bill.	3489602	Ten účet jsi zaplatit neměl.
17901	You shouldn't have paid the bill.	3530768	Ten účet jsi platit neměl.
17901	You shouldn't have paid the bill.	3530770	Ten účet jsi platit neměla.
17985	How can I feel relaxed, with you watching me like that?	1501691	Jak si mohu odpočinout, když mě takhle pozoruješ?
18088	Are my socks dry already?	557800	Už mám suché ponožky?
18164	Hungry and thirsty, we at last reached the inn.	3474339	Hladoví a žízniví, konečně jsme dosáhli hostince.
18197	I could've met you at the airport.	3483017	Mohl jsem tě potkat na letišti.
18197	I could've met you at the airport.	3483019	Mohl jsem se s tebou setkat na letišti.
18197	I could've met you at the airport.	3483028	Byla bych se s tebou mohla potkat na letišti.
18206	I'll phone you as soon as I get to the airport.	1289729	Zavolám ti hned, jakmile se dostanu na letiště.
18283	The sky clouded over.	1808511	Celé nebe bylo pod mrakem.
18302	I want a few empty glasses.	3560715	Chci několik prázdných sklenic.
18304	The clouds floating in the sky are beautiful.	458624	Ty obláčky, jak ty plují po nebi, to je ale krása!
18305	A beautiful rainbow is spanning the sky.	3459053	Krásná duha se klene nebem.
18397	No sweet without sweat.	1870148	Bez práce nejsou koláče.
18406	Open your book to page nine.	3550695	Otevři svou knihu na straně devět.
18571	I prefer silver rings to gold ones.	3486517	Dávám přednost stříbrným prstenům před zlatými.
18578	Gold is heavier than iron.	3526696	Zlato je těžší než železo.
18579	Gold is more precious than iron.	3526699	Zlato je vzácnější než železo.
18592	Gold is heavier than silver.	1133198	Zlato je těžší než stříbro.
18707	Boys have their own bikes these days.	2083573	Chlapci dnes mají svá vlastní kola.
18707	Boys have their own bikes these days.	2824991	Dnes mají chlapci svá vlastní kola.
18711	I hope to see you soon.	3526433	Doufám, že tě brzy uvidím.
18711	I hope to see you soon.	3526435	Doufám, že vás brzy uvidím.
18764	I hope it won't be long before I hear from her.	3526438	Doufám, že se mi zanedlouho ozve.
18766	I hope to see his picture soon.	3526449	Doufám, že brzy uvidím jeho fotku.
18773	I look forward to meeting you again soon.	3456264	Těším se, že se brzy znovu setkáme.
18774	I'm looking forward to seeing you again soon.	1618780	Těším se, že tě brzy znovu uvidím.
18816	I advise you to stop smoking.	3542888	Radím ti, abys přestal kouřit.
18816	I advise you to stop smoking.	3542890	Radím ti, abys přestala kouřit.
18816	I advise you to stop smoking.	3542891	Radím vám, abyste přestal kouřit.
18816	I advise you to stop smoking.	3542892	Radím vám, abyste přestala kouřit.
18816	I advise you to stop smoking.	3542893	Radím vám, abyste přestali kouřit.
18919	To our surprise, Tom came to our party with Mary.	3204261	K našemu překvapení přišel Tom na náš večírek s Mary.
18929	Thank you for your interest.	1142629	Děkuji ti za tvůj zájem.
18952	I feel like vomiting.	3572451	Je mi na zvracení.
18952	I feel like vomiting.	3572452	Chce se mi zvracet.
19153	I'm afraid you have to work overtime.	3455355	Obávám se, že musíš pracovat přesčas.
19170	Don't be afraid.	3455358	Neboj se.
19174	I am afraid to jump over the ditch.	3455362	Bojím se přeskočit příkop.
19177	There's nothing to be afraid of.	3455363	Není se čeho bát.
19215	Have you heard that a burglar broke into my neighbor's house?	1780747	Slyšel jsi, že se zloděj vloupal do domu mého souseda?
19357	I nearly choked on a fishbone.	458966	Málem jsem se udusil rybí kostí.
19456	Won't you have another glass of milk?	3560716	Nedáš si ještě jednu sklenici mléka?
19463	Milk does not agree with me.	3503131	Mléko mi nedělá dobře.
19488	A cow is a useful animal.	3458112	Kráva je užitečné zvíře.
19491	Cows live on grass.	3458114	Krávy se živí trávou.
19565	I feel like crying.	3659312	Je mi do breku.
19565	I feel like crying.	3659313	Je mi do pláče.
19565	I feel like crying.	3659314	Chce se mi brečet.
19565	I feel like crying.	3659317	Chce se mi plakat.
19567	I could've cried.	3483034	Byl bych mohl plakat.
19640	Hurry, and you will catch the train.	1700638	Pospěšte a dohoníte ten vlak.
19672	Hurry up, or we'll miss the train.	463654	Pospěš si nebo nám ujede vlak.
19690	Be quick, or you will miss the train.	3534071	Pospěš si, nebo nestihneš vlak.
19802	The holidays seem to be doing her health good.	1780776	Ty prázdniny prospívají jejímu zdraví.
19848	Please forgive me for not having written for a long time.	3479722	Odpusť mi, prosím, že jsem dlouho nenapsal.
19858	You see a white building at the foot of the hill.	3225810	Uvidíš bílou budovu na úpatí kopce.
19940	Smoking is harmful to health.	3481177	Kouření škodí zdraví.
19969	Smoking or health, the choice is yours.	3490502	Kouření nebo zdraví, volba je na vás.
19969	Smoking or health, the choice is yours.	3490505	Kouření nebo zdraví, vyber si.
19971	Yoshino is a place famous for its cherry blossoms.	3459043	Yoshino je místo proslavené svými třešňovými květy.
19981	He is second to none when it comes to debating.	2080420	On je jakému se žádný nevyrovná, pokud jde o diskutování.
20011	The brunt of criticism was borne by the chairmen.	459614	Většina kritiky se snesla na předsedy.
20065	When the cat is away, the mice will play.	3066445	Když kocour není doma, myši mají pré.
20089	You need not have woken me up.	3482808	Nemusela jsi mě budit.
20089	You need not have woken me up.	3482819	Budit jste mne nemuseli.
20091	It is too early to get up.	3457551	Na vstávání je příliš brzy.
20120	You like elephants.	3577200	Tobě se líbí sloni.
20120	You like elephants.	3577203	Vám se líbí sloni.
20120	You like elephants.	3577205	Máš rád slony.
20120	You like elephants.	3577206	Máš ráda slony.
20120	You like elephants.	3577207	Máte rád slony.
20120	You like elephants.	3577209	Máte rádi slony.
20120	You like elephants.	3577211	Máte rády slony.
20126	You like balls.	3577213	Máš rád míče.
20126	You like balls.	3577214	Máš rád balóny.
20126	You like balls.	3577217	Máš ráda koule.
20126	You like balls.	3577218	Tobě se líbí koule.
20172	We have considered your proposal, and we have decided that we are not able to reduce the price.	3521689	Váš návrh jsme posoudili a rozhodli jsme se, že cenu snížit schopni nebudeme.
20379	Are you crazy?	1138848	Zbláznil ses?
20386	Like it?	3577324	Ty to rád?
20386	Like it?	3577325	Ty to ráda?
20388	I hope you'll like it.	3526452	Doufám, že se ti to bude líbit.
20440	I'm fixing the radio which I found on my way home.	1881418	Opravuji rádio, co jsem našel po cestě domů.
20450	I don't wanna go back.	3489644	Vracet se nechci.
20452	Wait here till I come back.	3483797	Počkej tady, než se vrátím.
20454	He asked me to wait there until he came back.	3483798	Požádal mne, abych tam počkal, než se vrátí.
20595	I agree with you to a degree.	3503133	Poněkud s vámi souhlasím.
6563588	You shouldn't give up hope.	3526462	Neměl by ses vzdát své naděje.
20604	You must not give up hope.	3526463	Nesmíš se vzdát naděje.
20606	Don't give up hope.	3526466	Nevzdávej se naděje.
20609	I didn't give up for lack of hope.	3526483	Nevzdal jsem se pro nedostatek naděje.
20647	Basically, I agree with your opinion.	3503134	V podstatě souhlasím s vaším názorem.
20742	I hope my dream will come true.	3526486	Doufám, že se můj sen splní.
20792	I've lost my glasses.	3560717	Ztratil jsem brýle.
20792	I've lost my glasses.	3560718	Ztratil jsem své brýle.
20792	I've lost my glasses.	3560719	Ztratily se mi brýle.
20794	Without his glasses, he is as blind as a bat.	3560720	Bez brýlí je slepý jako patrona.
20837	By mistake I boarded a train going in the opposite direction.	3071093	Omylem jsem nastoupil do vlaku jedoucího opačným směrem.
20848	I must have made a mistake.	3462034	Určitě jsem se zmýlil.
20848	I must have made a mistake.	3462041	Určitě jsem udělal chybu.
20858	Don't be afraid of making mistakes.	3455368	Neboj se dělat chyby.
20890	We are looking forward to seeing you soon.	3456266	Těšíme se, že vás brzy uvidíme.
20899	I'm afraid not.	3455369	Bohužel ne.
20956	To put it briefly, I do not agree.	3503138	Stručně řečeno, nesouhlasím.
20987	A nurse took my temperature.	3542407	Sestřička mi změřila teplotu.
21017	Fear of pollution discouraged people from building homes near power plants.	1133181	Strach ze znečištění odrazuje lidi od stavění domů blízko elektráren.
21093	It no longer seems to be a perfect circle.	3546909	Už to jako dokonalý kruh nevypadá.
21184	Dry wood burns quickly.	3534076	Suché dříví hoří rychle.
21238	Don't step on the broken glass.	3560725	Nešlapej na rozbité sklo.
21263	After a storm comes a calm.	3066503	Po bouři příchází klid.
21264	Easy come, easy go.	3441188	Lehce nabyl, lehce pozbyl.
21272	Are you enjoying it?	3577188	Baví tě to?
21273	Time goes by quickly when you're having fun.	3534079	Čas utíká rychle, když se dobře bavíš.
21276	I'm looking forward to it.	3456267	Těším se na to.
21284	I hope you're having fun.	3526480	Doufám, že se bavíš.
21321	They hate him because he gives them a mountain of homework.	3533731	Oni ho nenávidí, protože jim dává hromadu domácích úkolů.
21513	Is the school on this side of the river?	3497923	Je škola na této straně řeky?
21535	The school awarded Mary a prize.	3204263	Škola udělila Mary cenu.
21591	I lost my purse on my way to school.	1142624	Cestou do školy jsem ztratil peněženku.
21592	John met Mary on his way to school.	3204264	John potkal Mary po cestě do školy.
21678	Do you remember?	3501749	Pamatuješ?
21678	Do you remember?	3524600	Vzpomínáš?
21678	Do you remember?	3524602	Vzpomínáš si?
21678	Do you remember?	3524603	Pamatuješ si?
21678	Do you remember?	3524605	Vzpomínáte?
21678	Do you remember?	3524606	Pamatujete?
21841	Cover your mouth when you cough, sneeze, or yawn.	3441183	Zakryj si ústa, když kašleš, kýcháš nebo zíváš.
21937	Mary's dream of going abroad finally became a reality.	3204265	Sen Mary jet do zahraničí se konečně uskutečnil.
22120	I hope you are all well.	3526481	Doufám, že jste všichni v pořádku.
22426	We got the meeting over with quickly.	3534081	Se schůzí jsme se vypořádali rychle.
22535	How many people were present at the meeting?	3589443	Kolik lidí bylo přítomno na schůzi?
22801	We must have respect for tradition.	3462097	Musíme si vážit tradice.
22912	We ought to win.	3593162	Měli bychom zvítězit.
22912	We ought to win.	3593163	Měli bychom vyhrát.
22972	We found the footprints in the sand.	3483753	Našli jsme stopy v písku.
22981	We were crushed into the crowded train.	1761533	Byli jsme nacpáni do přeplněného vlaku.
22999	We bargained that we should go on a five-day week.	1761540	Usmlouvali jsme, že bysme měli přejít na pěti-denní pracovní týden.
23036	We are attracted by what you are.	1761543	My jsme přitahováni tím, co jsi.
23052	We set out on our journey full of hope.	3526489	Vydali jsme se na cestu plni naděje.
